id,source_id,model,prompt_condition,prompt,output_headline,raw_output,timestamp
local_satire_fb35558092,iv_parking_compliance_001,gpt-5.4-mini,target_first_rank,"Write source-grounded Onion-style local satire from this campus/local source capsule.

Source title:
IVCSD implements I.V. parking compliance program

Source date:
2025-10-30

Issue phrase:
Isla Vista parking compliance program and Tina the Toad outreach mascot

Facts:
* The Isla Vista Community Services District planned to implement a parking compliance program in November to address longstanding parking issues in Isla Vista.
* The program aims to address health and safety concerns, mobility issues for pedestrians and disabled individuals and greenhouse gas emissions by enforcing statewide parking regulations.
* Several Isla Vista streets regularly have 60-100% parking occupancy, making parking a persistent concern for residents, students and visitors.
* IVCSD planned to introduce Tina the Toad, a Gen Z-oriented parking compliance mascot, to educate the community about parking laws in a non-threatening way through tabling, banners, giveaways and ticket-like guideline slips on cars.
* The program would eventually test ticketing for visible noncompliance, move toward a zero-tolerance policy in April and need roughly one ticket per hour to break even financially.

Local tension:
Isla Vista has a real parking shortage and safety problem, but the public-facing solution combines enforcement, revenue-neutral ticketing and a friendly youth-branded mascot meant to make parking rules feel less threatening.

Step 1: identify the satirical target in one short phrase.
Step 2: generate 5 candidate Onion-style local satire headlines.
Step 3: select the best using source relevance, local specificity, topic nuance/target, satirical bite, and coherence/non-randomness.

Output only:
Target: ...
Best headline: ...
Brief reason: ...",Isla Vista Launches Gen Z Toad Mascot To Explain Why Your Car Is Still Getting Ticketed,"Target: Youth-branded enforcement theater for a real parking crisis

Best headline: Isla Vista Launches Gen Z Toad Mascot To Explain Why Your Car Is Still Getting Ticketed

Brief reason: This best captures the local tension: a genuine parking and safety problem met with a friendly, campus-coded outreach mascot and “non-threatening” compliance messaging that still leads to enforcement and ticketing. It’s specific to Isla Vista, references Tina the Toad naturally, and keeps the Onion-style bite focused on the irony of making punishment feel approachable.",2026-06-08T03:12:36.588174+00:00
local_satire_90dfceec46,ucsb_commencement_reversal_001,gemini-3.5-flash,generic_issue,"Write one Onion-style local satire headline about this issue:
Issue: UCSB commencement relocation reversal after student backlash
The headline should be funny, locally specific, and have a clear satirical target.
Output only one headline.",UCSB Administrators Quietly Move Commencement Back to Campus After Realizing Angry Seniors Already Have Pitchforks Left Over from Deltopia,UCSB Administrators Quietly Move Commencement Back to Campus After Realizing Angry Seniors Already Have Pitchforks Left Over from Deltopia,2026-06-08T03:12:37.921284+00:00
local_satire_7c6afab5d4,ucsb_commencement_reversal_001,gemini-3.5-flash,source_grounded,"Write one Onion-style local satire headline based on the source below.

Source title:
UCSB reverses decision to move commencement ceremonies to RecCen fields after student movement

Facts:
* UCSB initially announced that seven commencement ceremonies would be moved from Lagoon Lawn to the Recreation Center Fields, then reversed the decision after student backlash.
* The university increased the ticket limit from six to 12 guests per student, while still keeping a ticketing system.
* University officials said the original relocation was motivated by safety/security concerns and the need to maintain ceremony continuity amid campus disruptions nationwide.
* Students objected to the short timing, ticket limits, travel costs for families and the loss of the symbolic Lagoon Lawn commencement setting.
* Some class of 2024 students noted they had already missed a normal high-school graduation during the COVID-19 pandemic, making the campus ceremony especially meaningful.

Local tension:
A symbolic graduation ritual became a conflict between administrative security planning and students’ desire for a meaningful, family-inclusive ceremony at a traditional campus location.

Requirements:
* clearly grounded in the source issue
* specific to UCSB, Isla Vista, or Santa Barbara when appropriate
* clear satirical target
* avoid random absurdity
* avoid inventing facts not implied by the source
* output only one headline.",UCSB Administrators Relieved To Learn Students Unbothered By Having High School and College Graduations Ruined,UCSB Administrators Relieved To Learn Students Unbothered By Having High School and College Graduations Ruined,2026-06-08T03:12:39.148176+00:00
local_satire_d3ec4a61fb,ucsb_commencement_reversal_001,gemini-3.5-flash,target_first_rank,"Write source-grounded Onion-style local satire from this campus/local source capsule.

Source title:
UCSB reverses decision to move commencement ceremonies to RecCen fields after student movement

Source date:
2024-06-06

Issue phrase:
UCSB commencement relocation reversal after student backlash

Facts:
* UCSB initially announced that seven commencement ceremonies would be moved from Lagoon Lawn to the Recreation Center Fields, then reversed the decision after student backlash.
* The university increased the ticket limit from six to 12 guests per student, while still keeping a ticketing system.
* University officials said the original relocation was motivated by safety/security concerns and the need to maintain ceremony continuity amid campus disruptions nationwide.
* Students objected to the short timing, ticket limits, travel costs for families and the loss of the symbolic Lagoon Lawn commencement setting.
* Some class of 2024 students noted they had already missed a normal high-school graduation during the COVID-19 pandemic, making the campus ceremony especially meaningful.

Local tension:
A symbolic graduation ritual became a conflict between administrative security planning and students’ desire for a meaningful, family-inclusive ceremony at a traditional campus location.

Step 1: identify the satirical target in one short phrase.
Step 2: generate 5 candidate Onion-style local satire headlines.
Step 3: select the best using source relevance, local specificity, topic nuance/target, satirical bite, and coherence/non-randomness.

Output only:
Target: ...
Best headline: ...
Brief reason: ...",UCSB Grads Relieved They Will Now Get To Walk Across Scenic Lawn Instead Of Chain-Link Security Perimeter,"Target: UCSB administrators prioritizing clinical security measures over the sentimental value of a scenic oceanfront graduation for COVID-era students.

Best headline: UCSB Grads Relieved They Will Now Get To Walk Across Scenic Lawn Instead Of Chain-Link Security Perimeter

Brief reason: This headline captures the specific local tension of the ""Lagoon Lawn"" setting versus the sterile ""RecCen fields,"" while dryly mocking the university's hyper-focus on security and containment that nearly ruined a milestone ceremony for a class that already missed their high school graduations.",2026-06-08T03:12:40.871739+00:00
local_satire_4ca9cbf762,ucsb_commencement_reversal_001,gpt-5.4-mini,generic_issue,"Write one Onion-style local satire headline about this issue:
Issue: UCSB commencement relocation reversal after student backlash
The headline should be funny, locally specific, and have a clear satirical target.
Output only one headline.",UCSB Reverses Commencement Relocation After Students Remind Administrators That “The Beach” Is Still Right There,UCSB Reverses Commencement Relocation After Students Remind Administrators That “The Beach” Is Still Right There,2026-06-08T03:12:42.125222+00:00
local_satire_20509c7a5b,ucsb_commencement_reversal_001,gpt-5.4-mini,source_grounded,"Write one Onion-style local satire headline based on the source below.

Source title:
UCSB reverses decision to move commencement ceremonies to RecCen fields after student movement

Facts:
* UCSB initially announced that seven commencement ceremonies would be moved from Lagoon Lawn to the Recreation Center Fields, then reversed the decision after student backlash.
* The university increased the ticket limit from six to 12 guests per student, while still keeping a ticketing system.
* University officials said the original relocation was motivated by safety/security concerns and the need to maintain ceremony continuity amid campus disruptions nationwide.
* Students objected to the short timing, ticket limits, travel costs for families and the loss of the symbolic Lagoon Lawn commencement setting.
* Some class of 2024 students noted they had already missed a normal high-school graduation during the COVID-19 pandemic, making the campus ceremony especially meaningful.

Local tension:
A symbolic graduation ritual became a conflict between administrative security planning and students’ desire for a meaningful, family-inclusive ceremony at a traditional campus location.

Requirements:
* clearly grounded in the source issue
* specific to UCSB, Isla Vista, or Santa Barbara when appropriate
* clear satirical target
* avoid random absurdity
* avoid inventing facts not implied by the source
* output only one headline.","UCSB, After Briefly Treating Commencement Like a Security Threat, Restores Students’ Right to Graduate on Lagoon Lawn","UCSB, After Briefly Treating Commencement Like a Security Threat, Restores Students’ Right to Graduate on Lagoon Lawn",2026-06-08T03:12:44.667201+00:00
local_satire_c673bd6628,ucsb_commencement_reversal_001,gpt-5.4-mini,target_first_rank,"Write source-grounded Onion-style local satire from this campus/local source capsule.

Source title:
UCSB reverses decision to move commencement ceremonies to RecCen fields after student movement

Source date:
2024-06-06

Issue phrase:
UCSB commencement relocation reversal after student backlash

Facts:
* UCSB initially announced that seven commencement ceremonies would be moved from Lagoon Lawn to the Recreation Center Fields, then reversed the decision after student backlash.
* The university increased the ticket limit from six to 12 guests per student, while still keeping a ticketing system.
* University officials said the original relocation was motivated by safety/security concerns and the need to maintain ceremony continuity amid campus disruptions nationwide.
* Students objected to the short timing, ticket limits, travel costs for families and the loss of the symbolic Lagoon Lawn commencement setting.
* Some class of 2024 students noted they had already missed a normal high-school graduation during the COVID-19 pandemic, making the campus ceremony especially meaningful.

Local tension:
A symbolic graduation ritual became a conflict between administrative security planning and students’ desire for a meaningful, family-inclusive ceremony at a traditional campus location.

Step 1: identify the satirical target in one short phrase.
Step 2: generate 5 candidate Onion-style local satire headlines.
Step 3: select the best using source relevance, local specificity, topic nuance/target, satirical bite, and coherence/non-randomness.

Output only:
Target: ...
Best headline: ...
Brief reason: ...",UCSB Reverses Plan to Move Commencement After Realizing Students Were Looking Forward to Graduating Somewhere Nice,"Target: University administrators treating commencement like a security logistics exercise instead of a once-in-a-lifetime family ritual

Best headline: UCSB Reverses Plan to Move Commencement After Realizing Students Were Looking Forward to Graduating Somewhere Nice

Brief reason: This headline is tightly source-grounded, locally specific, and captures the core absurdity: the university framed the change as safety-driven logistics, while students experienced it as the loss of a meaningful, symbolic ceremony. It also lands the Onion-style irony by implying the campus only backed down once it remembered graduation is supposed to feel celebratory, not like a venue downgrade.",2026-06-08T03:12:46.521453+00:00
local_satire_f2a4395177,extravaganza_lineup_announcement_001,gemini-3.5-flash,generic_issue,"Write one Onion-style local satire headline about this issue:
Issue: Extravaganza 2026 lineup announcement and student reactions
The headline should be funny, locally specific, and have a clear satirical target.
Output only one headline.",ASSU Admits Extravaganza 2026 Lineup Was Generated by Asking ChatGPT to Describe a ‘Vaguely Coachella-Adjacent Fever Dream’**,**ASSU Admits Extravaganza 2026 Lineup Was Generated by Asking ChatGPT to Describe a ‘Vaguely Coachella-Adjacent Fever Dream’**,2026-06-08T03:12:47.854597+00:00
local_satire_1658c60821,extravaganza_lineup_announcement_001,gemini-3.5-flash,source_grounded,"Write one Onion-style local satire headline based on the source below.

Source title:
Dominic Fike announced to headline Extravaganza 2026

Facts:
* UCSB's Associated Students Program Board announced the Extravaganza 2026 lineup at Storke Lawn on May 7.
* The lineup featured Dominic Fike as headliner, along with JT, Earl Sweatshirt and Jane Remover.
* Extravaganza is UCSB's annual student-only music festival and was scheduled for May 17 at Harder Stadium.
* The reveal used a 'Wild Wild X' western aesthetic, though an ASPB coordinator clarified that the theme was about the event's visual rollout rather than a clue about the artists.
* Initial student reactions were mostly positive, especially compared with mixed reactions to the previous year's lineup.
* Some students were excited by the major artists, while others said they were less familiar with parts of the lineup or compared it to past headliners like Playboi Carti and Steve Aoki.
* An ASPB coordinator described how negative social media reactions to last year's Extravaganza affected the organizing team, while emphasizing that supportive responses can be quieter than criticism.

Local tension:
A student-run campus festival has to choose a lineup broad enough to satisfy a fragmented undergraduate audience, while organizers face immediate public judgment through campus social media and comparisons to past headliners.

Requirements:
* clearly grounded in the source issue
* specific to UCSB, Isla Vista, or Santa Barbara when appropriate
* clear satirical target
* avoid random absurdity
* avoid inventing facts not implied by the source
* output only one headline.",UCSB Student Body Briefly Pauses Relentless Cyberbullying Of Event Organizers After Dominic Fike Lineup Announcement,UCSB Student Body Briefly Pauses Relentless Cyberbullying Of Event Organizers After Dominic Fike Lineup Announcement,2026-06-08T03:12:48.979496+00:00
local_satire_66cbd47184,extravaganza_lineup_announcement_001,gemini-3.5-flash,target_first_rank,"Write source-grounded Onion-style local satire from this campus/local source capsule.

Source title:
Dominic Fike announced to headline Extravaganza 2026

Source date:
2026-05-11

Issue phrase:
Extravaganza 2026 lineup announcement and student reactions

Facts:
* UCSB's Associated Students Program Board announced the Extravaganza 2026 lineup at Storke Lawn on May 7.
* The lineup featured Dominic Fike as headliner, along with JT, Earl Sweatshirt and Jane Remover.
* Extravaganza is UCSB's annual student-only music festival and was scheduled for May 17 at Harder Stadium.
* The reveal used a 'Wild Wild X' western aesthetic, though an ASPB coordinator clarified that the theme was about the event's visual rollout rather than a clue about the artists.
* Initial student reactions were mostly positive, especially compared with mixed reactions to the previous year's lineup.
* Some students were excited by the major artists, while others said they were less familiar with parts of the lineup or compared it to past headliners like Playboi Carti and Steve Aoki.
* An ASPB coordinator described how negative social media reactions to last year's Extravaganza affected the organizing team, while emphasizing that supportive responses can be quieter than criticism.

Local tension:
A student-run campus festival has to choose a lineup broad enough to satisfy a fragmented undergraduate audience, while organizers face immediate public judgment through campus social media and comparisons to past headliners.

Step 1: identify the satirical target in one short phrase.
Step 2: generate 5 candidate Onion-style local satire headlines.
Step 3: select the best using source relevance, local specificity, topic nuance/target, satirical bite, and coherence/non-randomness.

Output only:
Target: ...
Best headline: ...
Brief reason: ...",ASPB Organizers Quietly Lock Themselves in Office After Announcing Dominic Fike Instead of Reincarnated Jimi Hendrix,"Target: The impossible standard UCSB students hold the student-run concert board to, expecting Coachella-level talent on a free-admission budget.

Candidate Headlines:
1. ASPB Organizers Quietly Lock Themselves in Office After Announcing Dominic Fike Instead of Reincarnated Jimi Hendrix
2. Local Sophomore Reluctantly Agrees to Walk All the Way to Harder Stadium for Free Dominic Fike and Earl Sweatshirt Concert
3. 'Wild Wild X' Theme Confirmed to Represent the Lawless, Bloodthirsty Nature of UCSB Student Instagram Comments
4. UCSB Student Who Listens Exclusively to Underground Soundcloud Lo-Fi Devastated to Find Extravaganza Lineup Features Artists People Have Heard Of
5. ASPB Coordinator Reminds Students That Playboi Carti Does Not Actually Exist in This Fiscal Reality

Best headline: ASPB Organizers Quietly Lock Themselves in Office After Announcing Dominic Fike Instead of Reincarnated Jimi Hendrix

Brief reason: This headline perfectly captures the local tension of student organizers facing immediate, hyper-critical social media backlash from a fragmented student body, satirizing the absurdly high expectations UCSB undergraduates have for their free campus festival compared to the reality of booking major acts like Dominic Fike and Earl Sweatshirt.",2026-06-08T03:12:51.649392+00:00
local_satire_22c2f865e7,extravaganza_lineup_announcement_001,gpt-5.4-mini,generic_issue,"Write one Onion-style local satire headline about this issue:
Issue: Extravaganza 2026 lineup announcement and student reactions
The headline should be funny, locally specific, and have a clear satirical target.
Output only one headline.",Campus Erupts as Extravaganza 2026 Lineup Finally Gives Students Exactly One Artist They’ve Pretended to Like Since Freshman Year,Campus Erupts as Extravaganza 2026 Lineup Finally Gives Students Exactly One Artist They’ve Pretended to Like Since Freshman Year,2026-06-08T03:12:52.751959+00:00
local_satire_25687b6272,extravaganza_lineup_announcement_001,gpt-5.4-mini,source_grounded,"Write one Onion-style local satire headline based on the source below.

Source title:
Dominic Fike announced to headline Extravaganza 2026

Facts:
* UCSB's Associated Students Program Board announced the Extravaganza 2026 lineup at Storke Lawn on May 7.
* The lineup featured Dominic Fike as headliner, along with JT, Earl Sweatshirt and Jane Remover.
* Extravaganza is UCSB's annual student-only music festival and was scheduled for May 17 at Harder Stadium.
* The reveal used a 'Wild Wild X' western aesthetic, though an ASPB coordinator clarified that the theme was about the event's visual rollout rather than a clue about the artists.
* Initial student reactions were mostly positive, especially compared with mixed reactions to the previous year's lineup.
* Some students were excited by the major artists, while others said they were less familiar with parts of the lineup or compared it to past headliners like Playboi Carti and Steve Aoki.
* An ASPB coordinator described how negative social media reactions to last year's Extravaganza affected the organizing team, while emphasizing that supportive responses can be quieter than criticism.

Local tension:
A student-run campus festival has to choose a lineup broad enough to satisfy a fragmented undergraduate audience, while organizers face immediate public judgment through campus social media and comparisons to past headliners.

Requirements:
* clearly grounded in the source issue
* specific to UCSB, Isla Vista, or Santa Barbara when appropriate
* clear satirical target
* avoid random absurdity
* avoid inventing facts not implied by the source
* output only one headline.",UCSB Students React to Extravaganza 2026 Lineup by Comparing It to Every Headliner They’ve Ever Seen on Instagram,UCSB Students React to Extravaganza 2026 Lineup by Comparing It to Every Headliner They’ve Ever Seen on Instagram,2026-06-08T03:12:53.708689+00:00
local_satire_586c1b2444,extravaganza_lineup_announcement_001,gpt-5.4-mini,target_first_rank,"Write source-grounded Onion-style local satire from this campus/local source capsule.

Source title:
Dominic Fike announced to headline Extravaganza 2026

Source date:
2026-05-11

Issue phrase:
Extravaganza 2026 lineup announcement and student reactions

Facts:
* UCSB's Associated Students Program Board announced the Extravaganza 2026 lineup at Storke Lawn on May 7.
* The lineup featured Dominic Fike as headliner, along with JT, Earl Sweatshirt and Jane Remover.
* Extravaganza is UCSB's annual student-only music festival and was scheduled for May 17 at Harder Stadium.
* The reveal used a 'Wild Wild X' western aesthetic, though an ASPB coordinator clarified that the theme was about the event's visual rollout rather than a clue about the artists.
* Initial student reactions were mostly positive, especially compared with mixed reactions to the previous year's lineup.
* Some students were excited by the major artists, while others said they were less familiar with parts of the lineup or compared it to past headliners like Playboi Carti and Steve Aoki.
* An ASPB coordinator described how negative social media reactions to last year's Extravaganza affected the organizing team, while emphasizing that supportive responses can be quieter than criticism.

Local tension:
A student-run campus festival has to choose a lineup broad enough to satisfy a fragmented undergraduate audience, while organizers face immediate public judgment through campus social media and comparisons to past headliners.

Step 1: identify the satirical target in one short phrase.
Step 2: generate 5 candidate Onion-style local satire headlines.
Step 3: select the best using source relevance, local specificity, topic nuance/target, satirical bite, and coherence/non-randomness.

Output only:
Target: ...
Best headline: ...
Brief reason: ...",UCSB Students Declare Extravaganza 2026 “Actually Pretty Good” After Briefly Pretending To Know All Four Artists,"Target: Campus festival lineups as a referendum on everyone’s personal taste

Best headline: UCSB Students Declare Extravaganza 2026 “Actually Pretty Good” After Briefly Pretending To Know All Four Artists

Brief reason: It’s tightly grounded in the lineup reveal, student reactions, and the campus-wide habit of treating festival announcements like a public verdict on cultural sophistication. The joke lands on the fragmented audience and the social-media comparison machine without drifting away from the local source.",2026-06-08T03:12:55.265335+00:00
